,Applicant_Income,Coapplicant_Income,Loan_Amount,Loan_Amount_Term,Credit_History,Gender_Female,Gender_Male,Married_No,Married_Yes,Dependents_0,Dependents_1,Dependents_2,Dependents_3,Dependents_nan,Education_Graduate,Education_Not Graduate,Self_Employed_No,Self_Employed_Yes,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban
511,6065,2004.0,250.0,360.0,1.0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
512,3283,2035.0,148.0,360.0,1.0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1
513,2130,6666.0,70.0,180.0,1.0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0
514,5815,3666.0,311.0,360.0,1.0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0
515,3466,3428.0,150.0,360.0,1.0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0
516,2031,1632.0,113.0,480.0,1.0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
517,3074,1800.0,123.0,360.0,0.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0
518,4683,1915.0,185.0,360.0,1.0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0
519,3400,0.0,95.0,360.0,1.0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0
520,2192,1742.0,45.0,360.0,1.0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
521,2500,0.0,55.0,360.0,1.0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0
522,5677,1424.0,100.0,360.0,1.0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0
523,7948,7166.0,480.0,360.0,1.0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0
524,4680,2087.0,154.06021505376344,360.0,1.0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0
525,17500,0.0,400.0,360.0,1.0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0
526,3775,0.0,110.0,360.0,1.0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0
527,5285,1430.0,161.0,360.0,0.0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0
528,2679,1302.0,94.0,360.0,1.0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0
529,6783,0.0,130.0,360.0,1.0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0
530,1025,5500.0,216.0,360.0,1.0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0
531,4281,0.0,100.0,360.0,1.0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1
532,3588,0.0,110.0,360.0,0.0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0
533,11250,0.0,196.0,360.0,1.0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0
534,18165,0.0,125.0,360.0,1.0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1
535,2550,2042.0,126.0,360.0,1.0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0
536,6133,3906.0,324.0,360.0,1.0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1
537,3617,0.0,107.0,360.0,1.0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0
538,2917,536.0,66.0,360.0,1.0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0
539,6417,0.0,157.0,180.0,1.0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0
540,4608,2845.0,140.0,180.0,1.0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
541,2138,0.0,99.0,360.0,0.0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
542,3652,0.0,95.0,360.0,1.0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
543,2239,2524.0,128.0,360.0,1.0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1
544,3017,663.0,102.0,360.0,1.0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0
545,2768,1950.0,155.0,360.0,1.0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0
546,3358,0.0,80.0,36.0,1.0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0
547,2526,1783.0,145.0,360.0,1.0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0
548,5000,0.0,103.0,360.0,0.0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
549,2785,2016.0,110.0,360.0,1.0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0
550,6633,0.0,154.06021505376344,360.0,0.0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0
551,2492,2375.0,118.40944881889764,360.0,1.0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0
552,3333,3250.0,158.0,360.0,1.0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
553,2454,2333.0,181.0,360.0,0.0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1
554,3593,4266.0,132.0,180.0,0.0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0
555,5468,1032.0,26.0,360.0,1.0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
556,2667,1625.0,84.0,360.0,1.0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
557,10139,0.0,260.0,360.0,1.0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
558,3887,2669.0,162.0,360.0,1.0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0
559,4180,2306.0,182.0,360.0,1.0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
560,3675,242.0,108.0,360.0,1.0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
561,19484,0.0,600.0,360.0,1.0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
562,5923,2054.0,211.0,360.0,1.0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0
563,5800,0.0,132.0,360.0,1.0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0
564,8799,0.0,258.0,360.0,0.0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1
565,4467,0.0,120.0,360.0,1.0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0
566,3333,0.0,70.0,360.0,1.0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1
567,3400,2500.0,123.0,360.0,0.0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0
568,2378,0.0,9.0,360.0,1.0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
569,3166,2064.0,104.0,360.0,0.0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1
570,3417,1750.0,186.0,360.0,1.0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
571,5116,1451.0,165.0,360.0,0.0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1
572,16666,0.0,275.0,360.0,1.0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1
573,6125,1625.0,187.0,480.0,1.0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
574,6406,0.0,150.0,360.0,1.0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0
575,3159,461.0,108.0,84.0,1.0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1
576,3087,2210.0,136.0,360.0,0.0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0
577,3229,2739.0,110.0,360.0,1.0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1
578,1782,2232.0,107.0,360.0,1.0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
579,3182,2917.0,161.0,360.0,1.0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1
580,6540,0.0,205.0,360.0,1.0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0
581,1836,33837.0,90.0,360.0,1.0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1
582,3166,0.0,36.0,360.0,1.0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
583,1880,0.0,61.0,360.0,1.0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
584,2787,1917.0,146.0,360.0,0.0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
585,4283,3000.0,172.0,84.0,1.0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
586,2297,1522.0,104.0,360.0,1.0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1
587,2165,0.0,70.0,360.0,1.0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0
588,4750,0.0,94.0,360.0,1.0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0
589,2726,0.0,106.0,360.0,0.0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0
590,3000,3416.0,56.0,180.0,1.0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0
591,6000,0.0,205.0,240.0,1.0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0
592,9357,0.0,292.0,360.0,1.0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0
593,3859,3300.0,142.0,180.0,1.0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0
594,16120,0.0,260.0,360.0,1.0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1
595,3833,0.0,110.0,360.0,1.0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0
596,6383,1000.0,187.0,360.0,1.0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0
597,2987,0.0,88.0,360.0,0.0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0
598,9963,0.0,180.0,360.0,1.0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0
599,5780,0.0,192.0,360.0,1.0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1
600,416,41667.0,350.0,180.0,1.0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1
601,2894,2792.0,155.0,360.0,1.0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0
602,5703,0.0,128.0,360.0,1.0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1
603,3676,4301.0,172.0,360.0,1.0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0
604,12000,0.0,496.0,360.0,1.0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
605,2400,3800.0,118.40944881889764,180.0,1.0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1
606,3400,2500.0,173.0,360.0,1.0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
607,3987,1411.0,157.0,360.0,1.0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0
608,3232,1950.0,108.0,360.0,1.0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0
609,2900,0.0,71.0,360.0,1.0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0
610,4106,0.0,40.0,180.0,1.0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0
611,8072,240.0,253.0,360.0,1.0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
612,7583,0.0,187.0,360.0,1.0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1
613,4583,0.0,133.0,360.0,0.0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
